Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
November 30 2017,Grays Harbor,WA,Truck,0,0,0,20015,20015,0.00
May 31 2019,El Paso,TX,Passenger,3,0,3,484,487,0.62
March 31 2023,Salt Lake,UT,Passenger,0,1,1,124,125,0.80
November 30 2023,Collin,TX,Passenger,3,0,3,36,39,7.69
November 30 2019,Harrison,MS,Passenger,1,0,1,62,63,1.59
October 31 2021,Yavapai,AZ,Passenger,0,1,1,40,41,2.44
March 31 2024,Denton,TX,Passenger,1,0,1,27,28,3.57
November 30 2023,Garfield,OK,Passenger,1,0,1,14,15,6.67
July 31 2023,Nueces,TX,Passenger,1,1,2,50,52,3.85
March 31 2021,Virginia Beach,VA,Passenger,2,0,2,629,631,0.32
November 30 2021,Wake,NC,Passenger,1,0,1,123,124,0.81
April 30 2022,Garfield,WA,Passenger,0,3,3,1326,1329,0.23
July 31 2021,Cook,IL,Passenger,1,0,1,218,219,0.46
June 30 2021,Adams,WA,Truck,0,0,0,5385,5385,0.00
August 31 2018,Queens,NY,Passenger,1,0,1,62,63,1.59
April 30 2023,Lincoln,WA,Truck,0,0,0,4836,4836,0.00
May 31 2022,Suffolk,MA,Passenger,0,1,1,22,23,4.35
February 29 2024,Benton,WA,Passenger,1452,663,2115,133816,135931,1.56
June 30 2017,Santa Fe,NM,Passenger,0,1,1,46,47,2.13
September 30 2023,Hamilton,OH,Passenger,1,0,1,27,28,3.57
November 30 2022,Suffolk,VA,Passenger,1,0,1,117,118,0.85
April 30 2022,Nueces,TX,Passenger,1,1,2,61,63,3.17
April 30 2021,Collier,FL,Passenger,1,0,1,21,22,4.55
December 31 2022,Okanogan,WA,Passenger,98,52,150,26148,26298,0.57
July 31 2021,Montgomery,MD,Passenger,3,1,4,215,219,1.83
March 31 2022,Sonoma,CA,Passenger,0,1,1,89,90,1.11
February 29 2024,Harford,MD,Passenger,1,1,2,41,43,4.65
August 31 2018,Tulsa,OK,Passenger,1,1,2,52,54,3.70
June 30 2022,Palm Beach,FL,Passenger,0,1,1,57,58,1.72
February 28 2022,Philadelphia,PA,Passenger,1,0,1,43,44,2.27
December 31 2017,Grant,WA,Passenger,26,35,61,62093,62154,0.10
July 31 2022,Lincoln,WA,Passenger,9,16,25,7707,7732,0.32
May 31 2022,Stevens,WA,Passenger,65,54,119,30048,30167,0.39
July 31 2019,Jefferson,WA,Truck,0,0,0,9680,9680,0.00
September 30 2023,Collin,TX,Passenger,3,0,3,40,43,6.98
June 30 2023,Moore,NC,Passenger,0,1,1,108,109,0.92
January 31 2023,Chelan,WA,Passenger,554,146,700,54285,54985,1.27
April 30 2023,Solano,CA,Passenger,5,0,5,148,153,3.27
February 28 2022,Pend Oreille,WA,Truck,0,0,0,5714,5714,0.00
February 28 2021,Bartow,GA,Passenger,0,1,1,6,7,14.29
November 30 2018,Snohomish,WA,Truck,1,0,1,121943,121944,0.00
April 30 2021,Maui,HI,Passenger,2,0,2,30,32,6.25
January 31 2023,Maui,HI,Passenger,1,0,1,26,27,3.70
November 30 2023,Chesterfield,VA,Passenger,1,0,1,36,37,2.70
October 31 2022,Howard,MD,Passenger,0,2,2,61,63,3.17
August 31 2018,Norfolk,MA,Passenger,1,0,1,36,37,2.70
April 30 2022,Portsmouth,VA,Passenger,0,1,1,81,82,1.22
November 30 2019,Collin,TX,Passenger,2,1,3,143,146,2.05
September 30 2023,Wichita,TX,Passenger,2,0,2,35,37,5.41
February 29 2024,Los Angeles,CA,Passenger,5,4,9,506,515,1.75
March 31 2020,Kootenai,ID,Passenger,1,2,3,229,232,1.29
March 31 2021,Stafford,VA,Passenger,2,1,3,106,109,2.75
January 31 2023,Lane,OR,Passenger,0,2,2,91,93,2.15
July 31 2020,Santa Cruz,CA,Passenger,1,0,1,35,36,2.78
April 30 2023,Randolph,NC,Passenger,1,0,1,3,4,25.00
January 31 2020,Deschutes,OR,Passenger,4,0,4,156,160,2.50
February 29 2024,Columbia,WA,Truck,0,0,0,1535,1535,0.00
December 31 2023,Douglas,NE,Passenger,0,1,1,23,24,4.17
April 30 2021,Allen,IN,Passenger,1,0,1,19,20,5.00
December 31 2018,Thurston,WA,Passenger,739,571,1310,195507,196817,0.67
March 31 2019,Okanogan,WA,Passenger,20,21,41,25899,25940,0.16
September 30 2017,Maricopa,AZ,Passenger,2,1,3,1692,1695,0.18
September 30 2019,Asotin,WA,Truck,0,0,0,6684,6684,0.00
January 31 2021,Arapahoe,CO,Passenger,1,0,1,131,132,0.76
September 30 2021,Ventura,CA,Passenger,1,3,4,267,271,1.48
July 31 2017,Okaloosa,FL,Passenger,1,0,1,185,186,0.54
July 31 2023,Chesterfield,VA,Passenger,1,0,1,37,38,2.63
August 31 2020,Houston,GA,Passenger,1,0,1,54,55,1.82
May 31 2020,San Francisco,CA,Passenger,1,1,2,101,103,1.94
February 29 2024,Adams,WA,Truck,3,0,3,5237,5240,0.06
December 31 2022,Asotin,WA,Truck,0,0,0,6662,6662,0.00
May 31 2023,Asotin,WA,Truck,0,0,0,6621,6621,0.00
August 31 2020,Kent,MI,Passenger,0,1,1,27,28,3.57
May 31 2023,Wahkiakum,WA,Truck,2,0,2,1778,1780,0.11
July 31 2023,Hillsborough,FL,Passenger,1,2,3,107,110,2.73
June 30 2021,Washington,MD,Passenger,1,0,1,11,12,8.33
January 31 2017,Snohomish,WA,Truck,1,0,1,122826,122827,0.00
September 30 2017,Thurston,WA,Passenger,435,363,798,188199,188997,0.42
September 30 2018,Pend Oreille,WA,Passenger,5,5,10,9588,9598,0.10
August 31 2017,Charles,MD,Passenger,0,1,1,87,88,1.14
December 31 2020,Gwinnett,GA,Passenger,1,0,1,71,72,1.39
March 31 2019,Santa Clara,CA,Passenger,8,1,9,375,384,2.34
November 30 2019,Jones,GA,Passenger,1,0,1,1,2,50.00
May 31 2020,Spokane,WA,Passenger,720,479,1199,314907,316106,0.38
December 31 2019,Norfolk,MA,Passenger,1,0,1,39,40,2.50
December 31 2022,Norfolk,MA,Passenger,1,0,1,23,24,4.17
November 30 2017,Okanogan,WA,Truck,0,0,0,16271,16271,0.00
July 31 2023,St. Louis,MN,Passenger,0,1,1,7,8,12.50
September 30 2019,Powhatan,VA,Passenger,1,0,1,1,2,50.00
November 30 2022,Pend Oreille,WA,Passenger,19,13,32,8966,8998,0.36
May 31 2019,Broward,FL,Passenger,2,1,3,128,131,2.29
June 30 2019,Virginia Beach,VA,Passenger,1,0,1,705,706,0.14
November 30 2018,Okanogan,WA,Truck,0,0,0,16494,16494,0.00
May 31 2019,Washtenaw,MI,Passenger,1,0,1,38,39,2.56
August 31 2021,Nueces,TX,Passenger,1,0,1,69,70,1.43
January 31 2019,Dakota,MN,Passenger,0,2,2,33,35,5.71
May 31 2022,Whitman,WA,Truck,0,0,0,8560,8560,0.00
May 31 2022,Sumter,SC,Passenger,0,1,1,30,31,3.23
April 30 2021,Klickitat,WA,Passenger,67,47,114,15183,15297,0.75
December 31 2017,Adams,WA,Truck,0,0,0,5127,5127,0.00
July 31 2020,,,Passenger,6,1,7,379,386,1.81
July 31 2022,Nassau,NY,Passenger,3,0,3,31,34,8.82
June 30 2022,Pierce,WA,Passenger,5058,2306,7364,545248,552612,1.33
February 29 2020,Whitman,WA,Passenger,42,48,90,22610,22700,0.40
June 30 2017,Clark,NV,Passenger,2,2,4,835,839,0.48
September 30 2021,Prince William,VA,Passenger,1,2,3,213,216,1.39
December 31 2023,Rock Island,IL,Passenger,0,1,1,12,13,7.69
September 30 2023,York,VA,Passenger,1,0,1,67,68,1.47
May 31 2023,Lee,AL,Passenger,1,0,1,15,16,6.25
August 31 2021,Pierce,WA,Passenger,3772,2027,5799,558570,564369,1.03
February 28 2022,Montgomery,TX,Passenger,1,0,1,40,41,2.44
June 30 2022,Currituck,NC,Passenger,1,0,1,23,24,4.17
October 31 2022,Williams,ND,Passenger,0,1,1,6,7,14.29
February 29 2024,Pend Oreille,WA,Passenger,33,22,55,8619,8674,0.63
June 30 2023,Kings,CA,Passenger,2,2,4,278,282,1.42
October 31 2022,Cook,IL,Passenger,3,0,3,189,192,1.56
February 29 2024,Douglas,WA,Truck,11,0,11,12833,12844,0.09
September 30 2017,Fairfax,VA,Passenger,3,2,5,846,851,0.59
April 30 2019,Ada,ID,Passenger,0,2,2,322,324,0.62
December 31 2023,Cook,IL,Passenger,3,1,4,137,141,2.84
December 31 2018,DuPage,IL,Passenger,1,0,1,62,63,1.59
June 30 2021,Rockingham,NH,Passenger,1,0,1,21,22,4.55
January 31 2021,Nueces,TX,Passenger,1,0,1,82,83,1.20
February 28 2021,Fairfax,VA,Passenger,5,4,9,718,727,1.24
March 31 2024,Harris,TX,Passenger,2,2,4,91,95,4.21
December 31 2017,Dakota,MN,Passenger,0,2,2,39,41,4.88
September 30 2023,Fulton,GA,Passenger,1,1,2,53,55,3.64
October 31 2020,Tarrant,TX,Passenger,1,0,1,173,174,0.57
December 31 2019,Greene,MO,Passenger,0,1,1,33,34,2.94
February 28 2023,Arapahoe,CO,Passenger,1,1,2,84,86,2.33
August 31 2019,Greene,MO,Passenger,0,1,1,35,36,2.78
April 30 2023,Miami-Dade,FL,Passenger,1,0,1,61,62,1.61
June 30 2018,Washington,OR,Passenger,0,1,1,485,486,0.21
March 31 2021,Hennepin,MN,Passenger,2,0,2,83,85,2.35
December 31 2019,Lake,FL,Passenger,1,0,1,24,25,4.00
February 28 2021,Monroe,IL,Passenger,1,0,1,2,3,33.33
July 31 2020,Williamson,TX,Passenger,0,2,2,142,144,1.39
January 31 2022,Clackamas,OR,Passenger,2,0,2,167,169,1.18
April 30 2019,Dale,AL,Passenger,0,1,1,52,53,1.89
November 30 2023,Franklin,WA,Truck,9,0,9,20813,20822,0.04
February 28 2018,Missoula,MT,Passenger,1,0,1,68,69,1.45
February 29 2024,Douglas,CO,Passenger,0,2,2,39,41,4.88
June 30 2021,Anchorage,AK,Passenger,1,0,1,143,144,0.69
April 30 2021,Manassas,VA,Passenger,0,1,1,6,7,14.29
August 31 2017,Pacific,WA,Truck,0,0,0,7513,7513,0.00
May 31 2018,Grant,WA,Truck,0,0,0,25863,25863,0.00
February 29 2020,Wahkiakum,WA,Truck,0,0,0,1762,1762,0.00
October 31 2017,Jefferson,WA,Passenger,116,68,184,24072,24256,0.76
October 31 2020,Prince George's,MD,Passenger,2,1,3,161,164,1.83
October 31 2020,Douglas,CO,Passenger,0,1,1,80,81,1.23
October 31 2023,Sacramento,CA,Passenger,3,1,4,142,146,2.74
August 31 2023,Alameda,CA,Passenger,4,1,5,166,171,2.92
September 30 2019,Montgomery,PA,Passenger,2,0,2,38,40,5.00
August 31 2021,Harrison,MS,Passenger,2,0,2,56,58,3.45
September 30 2023,Rockingham,NH,Passenger,1,0,1,8,9,11.11
August 31 2023,Pierce,WA,Truck,181,0,181,136231,136412,0.13
September 30 2020,Skamania,WA,Truck,0,0,0,4003,4003,0.00
March 31 2024,Franklin,WA,Truck,11,0,11,20119,20130,0.05
April 30 2022,New London,CT,Passenger,3,3,6,201,207,2.90
March 31 2023,Moore,NC,Passenger,0,1,1,109,110,0.91
May 31 2019,Alameda,CA,Passenger,2,2,4,317,321,1.25
January 31 2020,Nueces,TX,Passenger,1,0,1,83,84,1.19
February 28 2019,Allegheny,PA,Passenger,1,0,1,90,91,1.10
November 30 2017,Spokane,WA,Passenger,291,239,530,299598,300128,0.18
November 30 2022,Jefferson,WA,Passenger,475,229,704,24373,25077,2.81
December 31 2017,St. Clair,IL,Passenger,0,1,1,162,163,0.61
June 30 2022,Thurston,WA,Passenger,2178,1053,3231,193998,197229,1.64
November 30 2019,Charles,MD,Passenger,0,1,1,90,91,1.10
December 31 2021,Juneau,AK,Passenger,0,1,1,30,31,3.23
December 31 2023,Otero,NM,Passenger,0,1,1,22,23,4.35
December 31 2020,Shelby,OH,Passenger,0,1,1,2,3,33.33
May 31 2022,Skamania,WA,Passenger,70,45,115,8191,8306,1.38
February 28 2018,Virginia Beach,VA,Passenger,2,1,3,673,676,0.44
August 31 2019,Contra Costa,CA,Passenger,2,2,4,364,368,1.09
May 31 2022,Grays Harbor,WA,Truck,0,0,0,21293,21293,0.00
November 30 2022,Hardin,KY,Passenger,1,0,1,59,60,1.67
December 31 2019,Hillsborough,FL,Passenger,0,1,1,191,192,0.52
May 31 2022,Harnett,NC,Passenger,2,0,2,161,163,1.23
February 29 2020,San Mateo,CA,Passenger,0,1,1,123,124,0.81
December 31 2019,Montgomery,OH,Passenger,0,1,1,48,49,2.04
August 31 2021,Missoula,MT,Passenger,1,0,1,56,57,1.75
April 30 2020,Prince William,VA,Passenger,2,4,6,224,230,2.61
January 31 2024,Las Animas,CO,Passenger,1,0,1,0,1,100.00
October 31 2017,Clark,WA,Passenger,829,559,1388,302230,303618,0.46
March 31 2019,Snohomish,WA,Truck,1,0,1,121896,121897,0.00
May 31 2017,Clark,WA,Truck,0,0,0,77587,77587,0.00
March 31 2018,Prince George,VA,Passenger,0,1,1,72,73,1.37
January 31 2021,Dallas,TX,Passenger,1,0,1,177,178,0.56
March 31 2020,Fresno,CA,Passenger,1,0,1,203,204,0.49
November 30 2018,Dallas,TX,Passenger,0,1,1,205,206,0.49
February 28 2022,Washington,MD,Passenger,2,0,2,12,14,14.29
November 30 2017,Grant,WA,Passenger,24,33,57,61885,61942,0.09
March 31 2022,New Haven,CT,Passenger,0,2,2,35,37,5.41
November 30 2021,Lincoln,WA,Truck,0,0,0,4808,4808,0.00
October 31 2017,Chelan,WA,Truck,0,0,0,21490,21490,0.00
May 31 2017,Santa Clara,CA,Passenger,5,2,7,409,416,1.68
April 30 2020,DeKalb,IN,Passenger,1,0,1,1,2,50.00
December 31 2017,Okanogan,WA,Passenger,7,18,25,25729,25754,0.10
May 31 2022,Virginia Beach,VA,Passenger,2,0,2,515,517,0.39
December 31 2018,Wahkiakum,WA,Passenger,1,1,2,2977,2979,0.07
August 31 2021,Geary,KS,Passenger,1,0,1,98,99,1.01
August 31 2022,Orange,FL,Passenger,2,0,2,89,91,2.20
November 30 2020,Cascade,MT,Passenger,0,1,1,59,60,1.67
April 30 2022,Montgomery,AL,Passenger,0,1,1,37,38,2.63
January 31 2019,Montgomery,AL,Passenger,0,1,1,45,46,2.17
November 30 2021,Eagle,CO,Passenger,1,0,1,8,9,11.11
June 30 2023,El Paso,TX,Passenger,3,0,3,287,290,1.03
November 30 2017,Fulton,GA,Passenger,1,0,1,109,110,0.91
January 31 2020,Juneau,AK,Passenger,0,2,2,30,32,6.25
November 30 2021,Washtenaw,MI,Passenger,0,1,1,31,32,3.12
February 29 2024,Washtenaw,MI,Passenger,0,2,2,17,19,10.53
June 30 2023,Lake,IL,Passenger,3,0,3,122,125,2.40
January 31 2022,Baltimore,MD,Passenger,1,0,1,89,90,1.11
January 31 2021,San Francisco,CA,Passenger,1,1,2,100,102,1.96
February 28 2017,Norfolk,MA,Passenger,1,0,1,38,39,2.56
August 31 2017,Clark,WA,Passenger,794,528,1322,300747,302069,0.44
September 30 2018,Jefferson,WA,Passenger,153,99,252,24692,24944,1.01
October 31 2022,Chesapeake,VA,Passenger,3,2,5,329,334,1.50
March 31 2023,Dallas,TX,Passenger,1,0,1,92,93,1.08
February 28 2017,Pierce,WA,Passenger,862,778,1640,526665,528305,0.31
August 31 2022,Skagit,WA,Truck,5,0,5,32204,32209,0.02
October 31 2023,Ada,ID,Passenger,2,0,2,96,98,2.04
February 28 2023,Kauai,HI,Passenger,1,1,2,14,16,12.50
October 31 2020,Maui,HI,Passenger,2,0,2,31,33,6.06
March 31 2024,Hennepin,MN,Passenger,1,0,1,26,27,3.70
October 31 2023,Williamsburg,VA,Passenger,0,1,1,4,5,20.00
September 30 2019,Virginia Beach,VA,Passenger,1,0,1,696,697,0.14
December 31 2017,Santa Fe,NM,Passenger,0,1,1,43,44,2.27
October 31 2023,Sedgwick,KS,Passenger,1,0,1,47,48,2.08
October 31 2022,Ulster,NY,Passenger,1,0,1,9,10,10.00
February 28 2021,Clallam,WA,Truck,1,0,1,21893,21894,0.00
October 31 2022,Honolulu,HI,Passenger,4,3,7,353,360,1.94
November 30 2020,Chesapeake,VA,Passenger,0,2,2,418,420,0.48
October 31 2019,Nassau,NY,Passenger,4,0,4,42,46,8.70
April 30 2023,Fairfax,VA,Truck,1,0,1,88,89,1.12
May 31 2017,Chelan,WA,Passenger,60,36,96,51879,51975,0.18
September 30 2022,Orange,CA,Passenger,6,3,9,374,383,2.35
May 31 2019,Arlington,VA,Passenger,1,2,3,161,164,1.83
November 30 2020,New London,CT,Passenger,1,1,2,237,239,0.84
May 31 2020,Kootenai,ID,Passenger,1,1,2,224,226,0.88
March 31 2024,Charleston,SC,Passenger,1,2,3,37,40,7.50
October 31 2023,Middlesex,NJ,Passenger,1,0,1,16,17,5.88
August 31 2020,Pend Oreille,WA,Truck,0,0,0,5745,5745,0.00
July 31 2021,Thurston,WA,Passenger,1656,891,2547,197578,200125,1.27
September 30 2023,Jefferson,NY,Passenger,2,0,2,182,184,1.09
November 30 2023,Calvert,MD,Passenger,1,1,2,72,74,2.70
May 31 2021,Prince George's,MD,Passenger,2,1,3,153,156,1.92
July 31 2023,Pinal,AZ,Passenger,0,1,1,88,89,1.12
August 31 2021,Rogers,OK,Passenger,1,0,1,4,5,20.00
February 28 2021,San Diego,CA,Passenger,14,3,17,2682,2699,0.63
April 30 2021,Platte,MO,Passenger,1,0,1,20,21,4.76
October 31 2023,New Haven,CT,Passenger,0,2,2,25,27,7.41
September 30 2019,Harrison,MS,Passenger,1,0,1,64,65,1.54
December 31 2021,Currituck,NC,Passenger,1,0,1,23,24,4.17
March 31 2023,Santa Cruz,CA,Passenger,1,0,1,22,23,4.35
August 31 2021,Shelby,OH,Passenger,0,1,1,3,4,25.00
August 31 2022,Adams,WA,Passenger,21,9,30,12948,12978,0.23
April 30 2022,Grant,WA,Truck,0,0,0,28067,28067,0.00
April 30 2021,Fort Bend,TX,Passenger,1,0,1,40,41,2.44
March 31 2023,Coryell,TX,Passenger,1,0,1,80,81,1.23
September 30 2023,Currituck,NC,Passenger,1,0,1,19,20,5.00
September 30 2018,Monroe,IL,Passenger,1,0,1,4,5,20.00
December 31 2023,Spokane,WA,Passenger,2862,1402,4264,321081,325345,1.31
July 31 2019,Norfolk,VA,Passenger,2,2,4,353,357,1.12
November 30 2020,Kings,NY,Passenger,1,0,1,66,67,1.49
November 30 2020,Hudson,NJ,Passenger,1,0,1,40,41,2.44
September 30 2017,Walla Walla,WA,Passenger,27,28,55,35034,35089,0.16
December 31 2023,Adams,WA,Passenger,29,14,43,13040,13083,0.33
March 31 2017,Anne Arundel,MD,Passenger,0,1,1,503,504,0.20
July 31 2021,El Paso,CO,Passenger,3,0,3,691,694,0.43
November 30 2023,Jefferson,NY,Passenger,2,0,2,171,173,1.16
July 31 2017,Eagle,CO,Passenger,1,0,1,7,8,12.50
January 31 2021,Mercer,NJ,Passenger,0,1,1,14,15,6.67
March 31 2024,Sacramento,CA,Truck,1,0,1,27,28,3.57
January 31 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
December 31 2019,Kitsap,WA,Truck,1,0,1,54434,54435,0.00
March 31 2022,King,WA,Truck,25,1,26,181927,181953,0.01
January 31 2023,Pierce,WA,Truck,97,0,97,139054,139151,0.07
April 30 2023,Thurston,WA,Passenger,2912,1194,4106,190517,194623,2.11
May 31 2023,Hennepin,MN,Passenger,1,0,1,39,40,2.50
October 31 2022,El Paso,CO,Passenger,2,2,4,586,590,0.68
October 31 2020,Monterey,CA,Passenger,0,2,2,163,165,1.21
March 31 2024,Washoe,NV,Passenger,1,0,1,42,43,2.33
April 30 2018,Okaloosa,FL,Passenger,1,0,1,176,177,0.56
November 30 2023,Rockingham,NH,Passenger,1,0,1,8,9,11.11
November 30 2017,Alameda,CA,Passenger,0,1,1,357,358,0.28
August 31 2022,Stafford,VA,Passenger,2,1,3,88,91,3.30
August 31 2023,King,WA,Truck,831,2,833,174533,175366,0.48
February 29 2024,Benton,WA,Truck,37,0,37,42165,42202,0.09
August 31 2018,Clark,WA,Truck,0,0,0,79291,79291,0.00
November 30 2020,Spokane,WA,Passenger,858,542,1400,320118,321518,0.44
July 31 2018,Wahkiakum,WA,Truck,0,0,0,1681,1681,0.00
May 31 2023,Stevens,WA,Passenger,111,64,175,29732,29907,0.59
May 31 2023,Kings,CA,Passenger,2,2,4,285,289,1.38
January 31 2023,Arlington,VA,Passenger,1,0,1,116,117,0.85
May 31 2022,Wichita,TX,Passenger,1,0,1,43,44,2.27
June 30 2021,Kitsap,WA,Truck,0,0,0,54429,54429,0.00
August 31 2023,Los Angeles,CA,Passenger,6,4,10,607,617,1.62
August 31 2020,El Paso,CO,Passenger,2,0,2,721,723,0.28
December 31 2021,Salt Lake,UT,Passenger,1,1,2,173,175,1.14
August 31 2021,Polk,FL,Passenger,1,0,1,67,68,1.47
October 31 2017,Contra Costa,CA,Passenger,0,1,1,483,484,0.21
February 28 2022,El Paso,TX,Passenger,2,0,2,377,379,0.53
July 31 2018,Jefferson,CO,Passenger,0,1,1,63,64,1.56
December 31 2020,Harrison,MS,Passenger,2,0,2,54,56,3.57
August 31 2023,Middlesex,NJ,Passenger,1,0,1,17,18,5.56
March 31 2024,Skagit,WA,Passenger,1401,497,1898,85612,87510,2.17
May 31 2023,Sarpy,NE,Passenger,1,0,1,58,59,1.69
November 30 2019,Moore,NC,Passenger,0,1,1,178,179,0.56
September 30 2021,Grant,WA,Passenger,125,97,222,66844,67066,0.33
April 30 2018,Spokane,WA,Truck,1,0,1,92046,92047,0.00
June 30 2023,Middlesex,MA,Passenger,2,0,2,76,78,2.56
October 31 2022,Kern,CA,Passenger,1,1,2,201,203,0.99
November 30 2021,Meade,KY,Passenger,1,0,1,24,25,4.00
October 31 2022,Collin,TX,Passenger,3,0,3,76,79,3.80
October 31 2021,Rockdale,GA,Passenger,1,0,1,5,6,16.67
February 28 2023,Wichita,TX,Passenger,2,0,2,40,42,4.76
March 31 2022,Sevier,AR,Passenger,0,1,1,0,1,100.00
September 30 2021,Clallam,WA,Passenger,359,229,588,50541,51129,1.15
November 30 2023,Klickitat,WA,Truck,14,0,14,8204,8218,0.17
September 30 2017,Whatcom,WA,Truck,2,0,2,41838,41840,0.00
June 30 2018,Klickitat,WA,Truck,0,0,0,8112,8112,0.00
June 30 2023,Lane,OR,Passenger,0,2,2,74,76,2.63
July 31 2020,Camden,NJ,Passenger,0,1,1,23,24,4.17
March 31 2024,Houston,GA,Passenger,1,0,1,25,26,3.85
November 30 2019,Ferry,WA,Passenger,5,2,7,4415,4422,0.16
January 31 2024,Bell,TX,Passenger,1,0,1,208,209,0.48
April 30 2018,Pinal,AZ,Passenger,2,0,2,213,215,0.93
September 30 2021,Suffolk,VA,Passenger,1,0,1,127,128,0.78
January 31 2021,Charles,MD,Passenger,1,1,2,77,79,2.53
February 28 2018,Benton,WA,Passenger,175,179,354,130441,130795,0.27
September 30 2017,Cowlitz,WA,Passenger,52,64,116,70270,70386,0.16
May 31 2020,Skagit,WA,Truck,1,0,1,32387,32388,0.00
June 30 2022,Newport,RI,Passenger,0,1,1,72,73,1.37
June 30 2017,New Haven,CT,Passenger,0,1,1,57,58,1.72
October 31 2018,Oldham,KY,Passenger,0,1,1,5,6,16.67
October 31 2020,Norfolk,VA,Passenger,2,3,5,345,350,1.43
October 31 2023,Hennepin,MN,Passenger,1,0,1,32,33,3.03
July 31 2021,Bartow,GA,Passenger,0,1,1,5,6,16.67
April 30 2023,Clark,WA,Truck,82,0,82,81427,81509,0.10
February 28 2018,Moore,NC,Passenger,0,1,1,199,200,0.50
January 31 2023,Leavenworth,KS,Passenger,0,1,1,92,93,1.08
August 31 2022,Wood,OH,Passenger,0,1,1,4,5,20.00
March 31 2023,Ulster,NY,Passenger,1,0,1,8,9,11.11
August 31 2023,Kitsap,WA,Passenger,3463,1360,4823,175533,180356,2.67
October 31 2023,Ferry,WA,Truck,0,0,0,3518,3518,0.00
May 31 2023,Dorchester,SC,Passenger,1,0,1,47,48,2.08
June 30 2017,Travis,TX,Passenger,1,1,2,196,198,1.01
June 30 2019,Dallas,TX,Passenger,1,0,1,208,209,0.48
September 30 2021,Houston,GA,Passenger,1,0,1,45,46,2.17
November 30 2022,Lincoln,WA,Passenger,12,19,31,7758,7789,0.40
December 31 2018,Whatcom,WA,Truck,2,0,2,42661,42663,0.00
April 30 2020,Stevens,WA,Passenger,34,33,67,30955,31022,0.22
March 31 2017,Chelan,WA,Passenger,55,30,85,51681,51766,0.16
August 31 2017,Whatcom,WA,Passenger,482,182,664,143536,144200,0.46
March 31 2017,Tarrant,TX,Passenger,0,2,2,291,293,0.68
October 31 2019,Norfolk,MA,Passenger,1,0,1,38,39,2.56
November 30 2021,Kern,CA,Passenger,0,1,1,205,206,0.49
January 31 2023,DeKalb,GA,Passenger,1,0,1,45,46,2.17
December 31 2022,Yavapai,AZ,Passenger,0,1,1,22,23,4.35
March 31 2024,St. Lawrence,NY,Passenger,1,0,1,1,2,50.00
February 28 2021,Benton,WA,Truck,0,0,0,43378,43378,0.00
April 30 2021,Clark,WA,Truck,0,0,0,84164,84164,0.00
July 31 2021,Skagit,WA,Truck,1,0,1,33009,33010,0.00
November 30 2019,Nueces,TX,Passenger,1,1,2,86,88,2.27
November 30 2021,Charles,MD,Passenger,1,1,2,72,74,2.70
October 31 2018,Randolph,NC,Passenger,1,0,1,5,6,16.67
September 30 2020,Chelan,WA,Passenger,260,80,340,54300,54640,0.62
December 31 2021,Kitsap,WA,Truck,0,0,0,54134,54134,0.00
April 30 2020,Alameda,CA,Passenger,3,1,4,289,293,1.37
February 28 2023,Lane,OR,Passenger,0,2,2,88,90,2.22
November 30 2019,Brevard,FL,Passenger,0,1,1,89,90,1.11
January 31 2019,Nueces,TX,Passenger,1,1,2,90,92,2.17
December 31 2021,Kings,NY,Passenger,1,0,1,69,70,1.43
February 28 2023,Arlington,VA,Passenger,1,0,1,116,117,0.85
April 30 2021,Richland,SC,Passenger,0,1,1,143,144,0.69
May 31 2023,Hudson,NJ,Passenger,1,0,1,20,21,4.76
June 30 2017,Asotin,WA,Passenger,6,3,9,12421,12430,0.07
February 29 2020,St. Mary's,MD,Passenger,1,0,1,212,213,0.47
July 31 2020,Clark,NV,Passenger,3,2,5,696,701,0.71
May 31 2019,Clallam,WA,Truck,0,0,0,21742,21742,0.00
March 31 2018,Santa Rosa,FL,Passenger,1,0,1,103,104,0.96
November 30 2021,Houston,GA,Passenger,1,0,1,45,46,2.17
May 31 2017,Clallam,WA,Passenger,84,74,158,48204,48362,0.33
May 31 2020,Asotin,WA,Passenger,16,12,28,12333,12361,0.23
March 31 2018,St. Lucie,FL,Passenger,1,0,1,27,28,3.57
July 31 2020,Valencia,NM,Passenger,1,0,1,8,9,11.11
February 29 2024,Yakima,WA,Passenger,677,308,985,164173,165158,0.60
October 31 2023,Hawaii,HI,Passenger,1,0,1,28,29,3.45
June 30 2021,Henrico,VA,Passenger,0,1,1,15,16,6.25
December 31 2021,Frederick,MD,Passenger,1,1,2,71,73,2.74
October 31 2021,New London,CT,Passenger,1,3,4,213,217,1.84
February 28 2022,Orange,FL,Passenger,2,0,2,104,106,1.89
May 31 2020,Shasta,CA,Passenger,1,0,1,37,38,2.63
November 30 2019,Cascade,MT,Passenger,0,1,1,61,62,1.61
April 30 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
May 31 2022,Franklin,WA,Passenger,181,110,291,61977,62268,0.47
July 31 2023,Wilson,TX,Passenger,0,1,1,3,4,25.00
